"assignee_id"	"assignee_type"	"disambig_assignee_individual_name_first"	"disambig_assignee_individual_name_last"	"disambig_assignee_organization"
"org_h7Qqrs2JM9tUHLnK1vbm"	2	NA	NA	"Baker Hughes Oilfield Operations LLC"
"org_h7VMJtVdDzCg5EuTRmiP"	3	NA	NA	"Endochoice Innovation Center Ltd."
"org_H7yNwHDzL7f1wjega6FT"	2	NA	NA	"The Research Foundation of State University of New York"
"org_h88x3lN4x6666avtfaUW"	3	NA	NA	"Heuliez"
"org_H8aWJKwD50Y0OpYOceAi"	3	NA	NA	"Adger Kogyo Co., Ltd."
"org_H8F3iCyonr5kb5HFwMVa"	2	NA	NA	"SpeedFam-IPEC Corporation"
"org_h8VMxMIu5fC8P9txfEQt"	3	NA	NA	"EDA Inc."
"org_H8ZN8sI6zfJfEISrhkzX"	3	NA	NA	"LG Display Co., Ltd."
"org_H93U2jhTVxfdeJakghM5"	2	NA	NA	"R.A. Hanson Company, Inc."
"org_H9kuqOAWlYktBYmpBQkC"	3	NA	NA	"Centre of Excellence In Wireless Technology"
"org_h9L9RmN3oYd7aVefrFaB"	3	NA	NA	"TEJAS NETWORKS LIMITED"
"org_h9PsPh3weTQCwfj6prpM"	2	NA	NA	"Avery International Corporation"
"org_h9qtBAeTt6Qz3ZwIb3EO"	2	NA	NA	"Allstate Insurance Company"
"org_h9RP1HtjsRKyWMwD8NGq"	3	NA	NA	"SKF Engineering and Research Centre B.V."
"org_h9XUXpoZz5m1OJlarlu6"	2	NA	NA	"Lockheed Corporation"
"org_ha4wVDXglFO6EilhjFoG"	3	NA	NA	"Hyperroll Israel, Ltd."
"org_haBHPGTSNxa35nYAodOV"	2	NA	NA	"The Western Union Company"
"org_hAEh7HEVXNnPcK2prV2a"	3	NA	NA	"Foxconn Technology Co., Ltd."
"org_HAFez5RijagzrWxNrYbd"	3	NA	NA	"KMC Robotics Co., Ltd."
"org_HaJ4aeA36tBjt9bEgqEA"	2	NA	NA	"Black & Blue"
"org_hAJg9d6x5J4keBHowAMH"	2	NA	NA	"Kessler Products Company, Inc."
"org_HAjn1XGh52PRqFvHFrej"	3	NA	NA	"ANEST IWATA CORPORATION"
"org_haMbngSReKupi1JeOhEj"	2	NA	NA	"Cardinal Industries, Inc."
"org_HaNY6tPaTxZefq84jdRt"	2	NA	NA	"Advanced Sorting Technologies, LLC"
"org_hAP7Qg15ZggjmYTdhmdN"	3	NA	NA	"Yugengaisya Cepstrum"
"org_HAridFenK5TaWxAPKicq"	2	NA	NA	"Kovio, Inc."
"org_haxtwsKhRsxk45JKPMx9"	3	NA	NA	"MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS, LTD."
"org_hB5V6lMw0tbwvmA3f4le"	3	NA	NA	"Novatech SA"
"org_hb6YILbPagrvKqVNxT1n"	2	NA	NA	"Zeagen, Inc."
"org_HBDc6XRUComC2ZyiNw3a"	3	NA	NA	"Goushi Kaisha Toukuriki Shoten"
"org_HBgv6yedZRfB1DqokfW4"	2	NA	NA	"S&C Electric Company"
"org_hbhsjjsqE0wgj0ZinV2a"	3	NA	NA	"Vilminore Officine Meccaniche S.P.A."
"org_HbJE006211L97ehwUpOT"	3	NA	NA	"TOPRAY MEMS INC."
"org_HBL76645wNJvnKVPSMiC"	3	NA	NA	"Windsor Management Luxembourg S.A."
"org_hbniQdJwiwhCx9BIhjD1"	3	NA	NA	"ViroGates A/S"
"org_HBR1RXxwR137UqbsZSEV"	3	NA	NA	"Naarden International N.V."
"org_HbrIgS7WQeQat2KgQzVv"	3	NA	NA	"Asia Oil Company Limited"
"org_HbrvTw4ZIZV2ySj3xUF8"	3	NA	NA	"Oce-Technologies B.V."
"org_hbryzYCnTzWqkbICd0Vt"	3	NA	NA	"Kun Teng Industry Co., Ltd."
"org_HBzR4KwibQe4Kd4J7VIS"	7	NA	NA	"Agence Nationale de Valorisation de la Recherche (ANVAR)"
"org_HC68lR3F9Ir9yJMwan5z"	2	NA	NA	"Chicago Lock Co."
"org_HCdyRUv5jTzkOmYoMVRQ"	3	NA	NA	"CP Food Machinery A/S"
"org_hceAsl4x5qfYfFyGwT4g"	2	NA	NA	"Prolific, Inc."
"org_HcfdIj7kn6ND4tusj3Qg"	3	NA	NA	"Windmoeller & Hoelscher KG"
"org_HcGdY6qSWpGPOOv6RTvN"	2	NA	NA	"Maxtena, Inc."
"org_hcmRUJnfiyVdLG1ip0Bb"	2	NA	NA	"Novitas, Inc."
"org_HCPFanW7upYUj22qpLmP"	3	NA	NA	"LESAFFRE ET COMPAGNIE"
"org_HcrYfXxtdmyUEWgnx3mZ"	3	NA	NA	"MA.TI.KA. S.R.L."
"org_HCU3uoSZcyj78bmOyThi"	3	NA	NA	"Epigan NV"
"org_HCUtY1lXCjZfTNff5lTn"	3	NA	NA	"Evox Rifa AB"
"org_Hd0aMF8C6iKSjQL5B3GK"	2	NA	NA	"The Glad Products Company"
"org_Hd0v4hq6yhFKq8llPlGC"	3	NA	NA	"Mitac International Corp."
"org_hD1pV3FDF8QlBNpGGzC6"	2	NA	NA	"Technical Concepts, LLC"
"org_hD8A0IWahoY4A359pIuX"	2	NA	NA	"Fusion-Io, Inc."
"org_hDJEPi76ubHwzO2Ddic5"	2	NA	NA	"PRECISION COMBUSTION, INC."
"org_HDk5h0ZfVyxL1o1M1f17"	2	NA	NA	"Artisan Components, Inc."
"org_HdLb9xFUlCnnyJfDk4Qb"	3	NA	NA	"GKN Driveline Japan Ltd."
"org_hDP2nY1fP54YaxfJUHPV"	2	NA	NA	"People.ai, Inc."
"org_HdrJy86CZY2ykMEfdmhW"	3	NA	NA	"Placo Corporation Limited"
"org_HDYsM9Q7MJ96jkzqJN30"	3	NA	NA	"BlackBerry Limited"
"org_hE0nl16bKZ1AUlMsClWI"	3	NA	NA	"Accenture Global Services Limited"
"org_hEFjTXJahtLkpZk4YcUk"	2	NA	NA	"The New York Times Company"
"org_HEfx84Mb1hXTEeFW2ZHY"	2	NA	NA	"The University of Akron"
"org_hEjv1qjXKDSZkNCBLoxs"	2	NA	NA	"Luminar Technologies, Inc."
"org_hek9HHjiEYCiTFNeG1Bg"	2	NA	NA	"U.S. Philips Corporaton"
"org_heKyS5DMNtJiAkOpdikv"	3	NA	NA	"Angelo Cremona & Figlio S.p.A."
"org_HEmC7Ww4hFTD4YSgqRxr"	2	NA	NA	"Acorn Cardiovascular, Inc."
"org_hEoU6pfmMe3f3PASHgAG"	3	NA	NA	"Immunocore Limited"
"org_HEPgEEpk9nUUM9p5ujiP"	2	NA	NA	"Applied Gene Technologies, Inc."
"org_HePW3fcf8PtMzR0gXbK4"	3	NA	NA	"ECOLE POLYTECHNIQUE"
"org_HeRAeTwiVcM4LSwIXu7E"	2	NA	NA	"Luggage America, Inc."
"org_HEs6wcd3cL5xuY7kwsNf"	2	NA	NA	"Digital Envoy, Inc."
"org_HeSKo8QeiOjHK5WyoUcZ"	2	NA	NA	"The Board of Regents of the University of Oklahoma"
"org_hevymHhoO33FNak3o0hw"	3	NA	NA	"psb GmbH Materialfluss + Logistik"
"org_HfAhKTZcgiOye4Efltel"	2	NA	NA	"GrubHub Holdings Inc."
"org_HfAuPGyAgvCxwmniNsvZ"	3	NA	NA	"Obschestvi S Ogranichennoi Otvetstvennostyu “Firma Radius-Servis”"
"org_hFbXAeuU7mvNJgzvURo5"	3	NA	NA	"Kabushiki Kaisha Sano Seisakusho"
"org_HFcdCPVq8P27DSUJZomM"	2	NA	NA	"The Langston Corporation"
"org_HfiQlH7EL2kOQR0eLWyU"	2	NA	NA	"STAR EnviroTech, Inc."
"org_HFLy0fsKcoePIib1tSkG"	3	NA	NA	"Micelect, S.L."
"org_HfMc9rBpx5yodeC3txUe"	2	NA	NA	"GLOBALFOUNDRIES U.S. INC."
"org_HfNCpqA67nP8Vx9zQ18v"	3	NA	NA	"Aktiebolaget SKF"
"org_HfoLN7rHjQc0v3fnHYQw"	2	NA	NA	"Quadion Corporation"
"org_hfOlUWVY9qyeccI8810N"	3	NA	NA	"United Epitaxy Company, Ltd."
"org_HfQTDoFPQRqQUehTtTXx"	3	NA	NA	"National Institute of Information and Communications Technology"
"org_Hftn5I2l9kXpBbTK5KZk"	3	NA	NA	"Roussel Uclaf"
"org_hg07NGNGWUI0pHbGXmXp"	2	NA	NA	"Demand Products, Inc."
"org_hG5np4lh2NU6ilDY3Z3I"	2	NA	NA	"Clairmont Camera, Inc."
"org_HGAzacJ0APv3Vc8kxa53"	2	NA	NA	"Clairol Incorporated"
"org_hgCsmXQEcUfWgsY5POfY"	2	NA	NA	"Immersion Corporation"
"org_hggb3tmtwKsRbU8mZZVU"	3	NA	NA	"YACHIYO INDUSTRY CO., LTD."
"org_HGhDsBMnTq784eMjha5L"	2	NA	NA	"Verifi LLC"
"org_hgKZf5S0Hri8HUh5yzCv"	3	NA	NA	"Guangdong Xinbao Electric Joint-Stock Ltd."
"org_HGlUcJayrrZrAXvZAejG"	3	NA	NA	"Japan Radio Co., Ltd."
"org_hGRZgPpNWZjDZE6XOJiB"	3	NA	NA	"Alstom Technology Ltd"
"org_hgtvXozC0T05Y5CCdN59"	2	NA	NA	"Ocean Farm Technologies, Inc."
"org_HGwtKykQIyYQMnD96iLI"	2	NA	NA	"Agilent Technologies, Inc."
"org_hH47wgDuYwso7inOKABq"	3	NA	NA	"Bathium Canada Inc."
"org_HH4Te22fdX37MvUrP8gL"	3	NA	NA	"Amphenol Socapex"
"org_hh5J6yCsC4N2DSAtjxAp"	2	NA	NA	"TRU-FLEX, LLC"
"org_HH8LW3eoAksex1sPSfDO"	2	NA	NA	"CaP Biomaterials, LLC"
"org_HHAzCt9NX6HmkKWArH8n"	2	NA	NA	"Bell Telephone Laboratories, Incorporated"
"org_HHduI6H71du9y89Uky06"	3	NA	NA	"Manitowoc Crane Group France SAS"
"org_HHgkLlA8SwwVGClZgEUh"	2	NA	NA	"S & C Electric Company"
"org_HHjCjmy8hBjfctupJoQz"	3	NA	NA	"NOF Corporation"
"org_HHnIlxCQfzmBG1C43CKV"	2	NA	NA	"Nova Greentech, Inc."
"org_HhNwhyJa7kXQ5ZVork7e"	3	NA	NA	"NIPPON STEEL & SUMITOMO METAL CORPORATION"
"org_hhsbjrip0jYplQDWxMvM"	3	NA	NA	"ASM IP HOLDING B.V."
"org_HHvuhNn7XTur8XET8dZH"	2	NA	NA	"Federal-Mogul Corporation"
"org_HhWGdj1qcsf8KdINj9RR"	2	NA	NA	"University Patents, Inc."
"org_hI2GGFNIC1BaD9CMemT1"	3	NA	NA	"British Steel Corporation (Chemicals) Limited"
"org_HI4QkrYDaMyHNuPNmIOz"	3	NA	NA	"LM Glasfiber A/S"
"org_Hi4ycp1FnSKmvw7h5FjE"	2	NA	NA	"The Regents of the University of Colorado, a body corporate"
"org_HIAeMt1ec9qkHkrwjZKh"	2	NA	NA	"Hughes Processing, Inc."
"org_HIAjoz5anVljVLyEMUyO"	2	NA	NA	"Billing Services Group"
"org_HiCr7QalBq9wQE4ivNrC"	3	NA	NA	"Wavin B.V."
"org_HifdmKTDuXRwSLsRu8La"	2	NA	NA	"Cannuflow, Inc."
"org_hIHucESrXxR51HvKiXF5"	2	NA	NA	"TDW Delaware, Inc."
"org_hIkCGSsJ7O9oCZtxvOUl"	2	NA	NA	"Krifor, Inc."
"org_HioWhOpAIwOkLGSZOmFx"	2	NA	NA	"Hunter Engineering Company"
"org_HipAW04YejLMOf5egIKI"	3	NA	NA	"Kyushu Institute of Technology"
"org_HiqjPXoa0BHxCcVYlOcm"	3	NA	NA	"Asisa Vital Components Co., Ltd."
"org_hirsPa89200RjqGubqmJ"	2	NA	NA	"Luckysurf.com, Inc."
"org_HiU68MBGxKkezp8Y3HIw"	3	NA	NA	"TridonicAtco GmbH & Co. KG"
"org_HiZCzqzdyk5i2Lmqv7LK"	3	NA	NA	"Global Lighting Technologies (Taiwan) Inc."
"org_Hj08L3NLxirwotU3Gbb8"	2	NA	NA	"Conexant Systems, Inc."
"org_HJ1RNwZfCarnT4RAbg57"	2	NA	NA	"Starfoam Manufacturing, Inc."
"org_hJ1xyGgrQaiJpaev7Z7j"	3	NA	NA	"BP Chemicals (Additives) Limited"
"org_hjDPhZmvvgoga6HNeb19"	2	NA	NA	"The Broad Institute, Inc."
"org_hjff4xD80iudV4rLCfeU"	2	NA	NA	"LSI Industries, Inc."
"org_HjFW5BomGcqd6jjWVXow"	2	NA	NA	"Aptima, Inc."
"org_hjIWbTtHFTSmbP7MdK9f"	3	NA	NA	"Nippon Kagaku K. K."
"org_hjjJp1hQuQLcbvEiYgdt"	2	NA	NA	"LECTROTECH SYSTEM INC."
"org_Hjk69k9p4xigqQvKgG5F"	3	NA	NA	"DOWA METALTECH CO., LTD."
"org_hJkyaeFj9oyapOSzReMG"	2	NA	NA	"Applied Medical Resources Corporation"
"org_hJN8E1Ac6p8bN2zvLb5H"	3	NA	NA	"SONY DEUTSCHLAND GmbH"
"org_hJo3X0NmeDYVHlbaQfF3"	2	NA	NA	"ChipScale, Inc."
"org_hjTj9N7yKFir9laC17yQ"	3	NA	NA	"Nabco Limited"
"org_HJTJOdjp3eb2gcXXGzCT"	3	NA	NA	"Inria Institut National de Recherche en Informatique et en Automatique"
"org_HjYtVpSTwlnCBMkFDa9P"	2	NA	NA	"Indivos Corporation"
"org_HKAObcaYphUw5tV0B3KW"	2	NA	NA	"Netronome Systems, Inc."
"org_hKaQxRT3heKIxJv9MHOV"	3	NA	NA	"Sigma-Tau HealthScience S.p.A."
"org_HkdFHEswAm5wpamDbWJF"	2	NA	NA	"Potters Industries, Inc."
"org_HkdLWtZna2AWwQI68rQ4"	3	NA	NA	"The Pilot Ink Co., Ltd."
"org_hkL9mGfCuDirW0Te84YE"	2	NA	NA	"SYDNEXIS, INC."
"org_HkQWFRIyB5SCqawdtsis"	3	NA	NA	"Victor Company of Japan, Ltd."
"org_hKRYlyWRDJvEinJ2hkqx"	2	NA	NA	"Sotera Wireless, Inc."
"org_HkSBu29FUtrYvGkXdOoX"	3	NA	NA	"Seiko Koki Kabushiki Kaisha"
"org_hkSuMmkbsp1XllFf36kx"	3	NA	NA	"John Wyeth & Brother Limited"
"org_HKt96qdhcM6BTCjgUMid"	2	NA	NA	"La Jolla Cancer Research Foundation"
"org_hkXxqBL6XRvy6CpofRah"	3	NA	NA	"Societe Anonyme dite: Legris"
"org_hKzOkR9ZuJMe7ix2RE76"	3	NA	NA	"Lisega GmbH"
"org_Hl1YAb8ppf03TQnWQ9ak"	2	NA	NA	"Privilege Wireless LLC"
"org_HLAm8kIIA8BtruMnNOHc"	3	NA	NA	"VALLOUREC TUBES FRANCE"
"org_hlb5YFSLTmikD2YWhZGT"	3	NA	NA	"Fu Da Tong Technology Co., Ltd."
"org_HlCMFabhUHr668tflsgn"	2	NA	NA	"ATIEVA, INC."
"org_HlDD2sbJAo1JhFDpDEKE"	3	NA	NA	"Reckitt Benckiser N.V."
"org_hlfu3P9swfLaCmWEv1oi"	2	NA	NA	"Remington Holdings LLC"
"org_hLiQfhV6h3TPPvocf2IS"	3	NA	NA	"Ikeda Bussan Co., Ltd."
"org_HlJF1EakuXDkOotGVTEW"	3	NA	NA	"Valpi"
"org_HlmRMXKiMUfNZn5Oa4Wn"	2	NA	NA	"Western Gear Corporation"
"org_HlolpnuZXt9VvlVFrEVN"	2	NA	NA	"Scot Incorporated"
"org_hLPpaEnCFU6bsyzeUuqT"	2	NA	NA	"Hunter Douglas Inc."
"org_hlPTLdBXCOO06AnFkSpp"	2	NA	NA	"Tegic Communications, Inc."
"org_HlTM5WXDwzEDjt6JHgcA"	2	NA	NA	"Micrel, Inc."
"org_hlUaSHOxAyjfxYBvQYjG"	3	NA	NA	"Siemens Solar GmbH"
"org_HlYNxI058ZU9AWUStK0p"	3	NA	NA	"Girobank A?S"
"org_HLZpM4z7tMNrJ00PIF0o"	2	NA	NA	"H.C. STARCK INC."
"org_hm55kPbBqZlG2bs8xPsc"	2	NA	NA	"NextNav, LLC"
"org_Hm6QtkNzBvGHypxN7kVy"	2	NA	NA	"Bangor Punta Corporation"
"org_hMadTE5FFTPxKmkrbkAa"	3	NA	NA	"The Milton Keynes Process Limited"
"org_Hmep4CqGBjXsEGgPpy3v"	2	NA	NA	"Clack Corporation"
"org_hmFlaBtempTeWdhL9ooT"	3	NA	NA	"Keiper Automobiltechnik GmbH & Co. KG"
"org_hmitcMT9wEYcgvA7P9zw"	2	NA	NA	"Red Devil, Inc."
"org_HmjXxrAEg2lW7wOCbF9o"	2	NA	NA	"J. C. Moore Research, Inc."
"org_hMKoJeYSXTZfoywrf0vz"	2	NA	NA	"Flextronics AP, LLC"
"org_hmomLxch7UD7MIeOqwzw"	3	NA	NA	"ORTHO REGENERATIVE TECHNOLOGIES INC."
"org_HMPSS9h2ImbnDjRew8Ta"	3	NA	NA	"European Components Co. Limited"
"org_hMqIT2w8l9f1223BRCVH"	3	NA	NA	"Fleissner GmbH"
"org_hMQr2NjfqdTjPiyH8mFz"	2	NA	NA	"Tresco, Incorporated"
"org_hmujHdJLwWQUVwIwl0Pb"	3	NA	NA	"POLYPEPTIDE LABORATORIES HOLDING (PPL) AB"
"org_HmVuPVCC6rJMxwg9F6Xq"	3	NA	NA	"Unilever Patent Holdings B.V."
"org_hmY4O9RtsWBKD1cqpvpz"	3	NA	NA	"RUD-Kettenfabrik Rieger & Dietz Gmbh u. Co."
"org_hmyZOf2OBywfIUa1aAV6"	2	NA	NA	"RESTORATION ROBOTICS, Inc."
"org_hN3mMsEZHfS9eMDsMpt5"	2	NA	NA	"Thermedics Inc."
"org_hNB4FoUVds2sxYJ5X7s9"	2	NA	NA	"ARTIFICIAL CELL TECHNOLOGIES, INC."
"org_hNKCRG6NYWYdd1LelULb"	2	NA	NA	"TT Systems Corporation"
"org_HnKjMh2EsWLEUOc3uuc6"	2	NA	NA	"Heartport, Inc."
"org_hnUx0ub1s7k5JWjT6t1U"	2	NA	NA	"Telesecurity Sciences, Inc."
"org_hNWNDb2qpL4ylLu4149f"	2	NA	NA	"InvenSense, Inc."
"org_hNz9tN9p7TGLRL46VPhZ"	2	NA	NA	"Securus Technologies, Inc."
"org_hO06XZbF3OsFEYOVHeRb"	2	NA	NA	"Bell Communications Research, Inc."
"org_ho0XDqWMqzH9BDSP5Q22"	3	NA	NA	"BST Bio Sensor Technology GmbH"
"org_HognJaFB7r2YGHEPbJv9"	2	NA	NA	"Pinckney Molded Plastics, Inc."
"org_HOh0sXOONr7ijYPdFuMO"	3	NA	NA	"TAIWAN ALPHA ELECTRONIC CO., LTD."
"org_hOhiv53CRtr0prMxed2w"	2	NA	NA	"Spectra-Physics Lasers, Inc."
"org_hoIeuBH9qokGKrVZn8rL"	3	NA	NA	"Universal Global Scientific Industrial Co., Ltd."
"org_hOlIib3OvW7zycz0sH9g"	2	NA	NA	"Koppy Corporation"
"org_hOlO7uxVVBMMsm0fwimu"	3	NA	NA	"Heesung Catalysts Corporation"
"org_honvHw0Y4J52XOXS7j2S"	3	NA	NA	"Prime View International Co., Ltd."
"org_HOTaSrTIrsaCw6lAEV8C"	2	NA	NA	"Courtaulds Packaging Inc."
"org_hOVYE17nWukzqzAYf9Jb"	2	NA	NA	"Drexler Technology Corporation"
"org_HoY2JxjaQQOwUJqGLKPw"	2	NA	NA	"Clear Wall Corporation"
"org_hP3jeFJPumFvBTcQN6mA"	3	NA	NA	"Centre National de la Recherche Scientifique (CNRS)"
"org_HP7bLi3CDv5qWiHRgm2K"	2	NA	NA	"Lineage Logistics, LLC"
"org_HPBjU6lMXWZexDSETnFv"	3	NA	NA	"Ming Cycle Industrial Co., Ltd."
"org_HPdHxJttmbNiyjBVeREF"	2	NA	NA	"DT Swiss Inc."
"org_hpe1Rd0RY9xnpp8y3RWc"	3	NA	NA	"Kokusai Denshin Denwa Kabushiki Kaisha"
"org_hPiJeqJlOW45WmnEpqh2"	2	NA	NA	"FUJIFILM Dimatix, Inc."
"org_HpmpxwJdjcVmVayWdUUR"	3	NA	NA	"Kabushiki Kaisha Shinkosha"
"org_hpNHrEHj4CLSDYzD57ey"	2	NA	NA	"Texta, Inc."
"org_HPOJFkfPiPUfN6cxm7tg"	3	NA	NA	"Silicon Quest Kabushiki-Kaisha"
"org_HPvopd9iZIQUpABwuSnX"	2	NA	NA	"Parker Hughes Institute"
"org_HPZKC1GTBtcX7iWHK1IM"	3	NA	NA	"Zeneca Limited"
"org_hq0QBessGYqhhX4FleaD"	3	NA	NA	"Murata Machinery, Ltd."
"org_hQaX8Eetra4iCJXJcyFd"	2	NA	NA	"Ensequence, Inc."
"org_hqC7SiXWbKE0cnrDqfLp"	2	NA	NA	"Biodose, LLC"
"org_hQCikLuiDDtcMMhoqSSM"	3	NA	NA	"CJ CHEILJEDANG CORPORATION"
"org_HQD9RNcpoR8xWJEEKAbD"	2	NA	NA	"CheckFree Corporation"
"org_HQfKA04920zYUy5olc4I"	2	NA	NA	"LIFE IN MOBILE INNOVATIONS, INC."
"org_HQKt0vjD0pWWU9vKVLMn"	3	NA	NA	"TAIHO PHARMACEUTICAL CO., LTD."
"org_hqr1S7vyGPVWpAqiba2g"	3	NA	NA	"Consejo Nacional de Investigaciones Cientificas y Técnicas (CONICET)"
"org_HQrhIMw5kYDxpe7GA9qn"	2	NA	NA	"Tubular Labs, Inc."
"org_HQSuShRZA8lee7TXugDS"	2	NA	NA	"Rolith, Inc."
"org_hqTpqrWtzP1le5LYX0K5"	2	NA	NA	"Vanderbilt University"
"org_hqyvxhH7CHAoximreNZs"	2	NA	NA	"Essex Group, Inc."
"org_hr2YaqhUQV5f4SFF1UJX"	2	NA	NA	"Information Patterns LLC"
"org_HRAHVMwz7LE2DutELhs8"	3	NA	NA	"TSMC SOLID STATE LIGHTING LTD."
"org_hrf1S3lrlbGmfw37eExH"	2	NA	NA	"Rexnord Industries, LLC"
"org_hRfscQIh59rPi3Ry3S4A"	2	NA	NA	"Temptime Corporation"
"org_hRisgyq6S2IovTWQJbUG"	3	NA	NA	"Contipro a.s."
"org_hrK6HCQklB42lakl20kz"	2	NA	NA	"Symbiosis Corporation"
"org_HRLcqhDjxe6cgk8Ju85f"	2	NA	NA	"URS Corporation"
"org_hrMEhqjueWpfmUsDCri2"	2	NA	NA	"Lightel Technologies, Inc."
"org_HrMm5cPkOMmrFRXPjFuS"	2	NA	NA	"SpineX Tec, LLC"
"org_HRmxqRtpmTRVgbJrToOX"	2	NA	NA	"WOODS HOLE OCEANOGRAPHIC INSTITUTION"
"org_HRoCAnYcekf5JDoCPOrZ"	3	NA	NA	"Societe Francaise d'Aerosols et de Bonchage"
"org_HRr2v4M0bunsnBudCB1V"	3	NA	NA	"Tele Filter GmbH"
"org_HrRQPghhDbFE0WQQ90Yd"	3	NA	NA	"KeiBerg International Inc."
"org_HRvOJJrBC3rS6aotxxbB"	2	NA	NA	"David Sarnoff Research Center, Inc."
"org_hRWrIxd8kxebJCaxWSk3"	2	NA	NA	"Stamps.com Inc."
"org_HrxVuVsKjgGSNqn9YRKZ"	3	NA	NA	"Bodenseewerk Geratetechnik GmbH"
"org_Hs5aM3X8bBQ32XhHnQom"	2	NA	NA	"Intellectual Ventures Fund 83 LLC"
"org_HS7nzr9bb9cYyjt2jytF"	3	NA	NA	"Ryobi Ltd."
"org_hsAWgLqZcdvZ2yyLnyv6"	3	NA	NA	"Societe anonyme dite Bertin & Cie"
"org_HSGOGE3Kte0fvjVnDMnb"	2	NA	NA	"ESS Technology, Inc."
"org_hsIwlrBKpedX3a70fp9A"	3	NA	NA	"Global Shopping Network Pty. Ltd."
"org_HSm5a5mSIwRdWX6h6rmy"	2	NA	NA	"Kasgro Rail Corp."
"org_HspdOvm6jCkX6BzlzNSt"	2	NA	NA	"Owens-Corning Fiberglas Corporation"
"org_HT2wSn5jFNRP2vEm4Nyt"	3	NA	NA	"Mineral Deposits Limited"
"org_HT36PNswe5I5hVp7dfC4"	3	NA	NA	"CECA S.A."
"org_HT3FB72jfJZ1KRy7DrtW"	2	NA	NA	"Corcept Therapeutics, Inc."
"org_hT4uQTdSn1QjB94b19PK"	2	NA	NA	"Hy-Lite Mfg. Co., Inc."
"org_htdbgohqWfsnEcbqcdoW"	2	NA	NA	"Kota Biotherapeutics, LLC"
"org_HtDXBQooJZIMnudZcJ9x"	2	NA	NA	"Great Stuff, Inc."
"org_HtggmSgufyVyV8J7Djvu"	2	NA	NA	"Banjo, Inc."
"org_hTKBm1vstRtZjtRtFCnK"	2	NA	NA	"Research Foundation of the City University of New York"
"org_hTu31HqrzZZFahj3x38Y"	3	NA	NA	"INVASIX LTD."
"org_hTuz5QN21LRtloDdCnQa"	2	NA	NA	"IGIP, LLC"
"org_HtvPxqvvveT0GtMvYHRL"	3	NA	NA	"JMS Co., Ltd."
"org_Hu0KY1u8q6YdqqLYC23k"	2	NA	NA	"Aushon Biosystems, Inc."
"org_Hu3Si1IA3NGQ5U7rLidP"	3	NA	NA	"Trodek Ltd."
"org_hU6qswJzRKed9coCGMTa"	2	NA	NA	"Aura Lens Products, Inc."
"org_hucdHsxNgBZOdSHTh9Xq"	2	NA	NA	"Elan Pharmaceuticals, Inc."
"org_hUcS5Gqp7UEYBWbGpUgu"	3	NA	NA	"Konrad Hornschuh AG"
"org_HUeU0crTLrk0jSieJp78"	2	NA	NA	"Brightcove, Inc."
"org_HUf3xjam9RD7Ig3SOY1d"	2	NA	NA	"JMAR Technologies, Inc."
"org_HUI7RCMdhj78yjpVptgw"	3	NA	NA	"Throttle Control Tech Inc."
"org_hUJ6B6726yFno1FwHVJ3"	3	NA	NA	"TSU YI KNITTING CO., LTD."
"org_HUkV7T99RXGPcd88Q9lK"	3	NA	NA	"Takara Shuzo Co., Ltd."
"org_hUOypQ2vwt6HfPyfzgBb"	3	NA	NA	"Daifuki Co., Ltd."
"org_hUR9FPXOYQWdz03JzOq2"	3	NA	NA	"Carle & Montanari S.p.A."
"org_hUujeZfU7KlfAHcEpCCs"	3	NA	NA	"VEGA Grieshaber KG"
"org_hUUVDOR2ZhS4R17FqM3L"	2	NA	NA	"The Ohio Willow Wood Company"
"org_hUWupJvhlkoqyzZseJNQ"	2	NA	NA	"Industrial Research Products, Inc."
"org_Hv1gMvzf29DBvbpY2T8T"	3	NA	NA	"FACOM"
"org_hv1kjQ6Y6Vf1LGhe0a7c"	2	NA	NA	"Sinex Aviation Technologies Corporation"
"org_HV4AfZWAgocRTBMsybjx"	2	NA	NA	"Hemosphere, Inc."
"org_HV93cRLwyUYGPxTa0QlL"	3	NA	NA	"IMEC"
"org_hVA6wbVJwhA87JBsrrTj"	2	NA	NA	"Douthitt Corporation"
"org_hvBoz9Kqee3uiOp2J16E"	3	NA	NA	"Australian Nuclear Science & Technology Organisation"
"org_HVf0UO0DdEp0xoS6I0Bj"	2	NA	NA	"Copeland Corporation"
"org_hVLd4yatcfeMuzirwwmU"	3	NA	NA	"Battle Born Gaming, Inc."
"org_HvM3SCwFspylRZBpTCWx"	3	NA	NA	"UCB, S.A."
"org_hvp1o36ahbdASXVPmxvZ"	2	NA	NA	"Marquip, Inc."
"org_HvUT4kc2MqVgOeHlg6Y4"	2	NA	NA	"Prime Solution, Inc."
"org_HvvOzjMkQBcj2263T7vq"	2	NA	NA	"Unison Industries Limited Partnership"
"org_hvWhmvnoMiiKBJZKiFR4"	3	NA	NA	"Etablissements Francois Salomon et Fils"
"org_hvXQV7VlBNR6sf1ESSqK"	3	NA	NA	"Hangzhou Huawei-3Com Technology Co., Ltd"
"org_HVz9Be9lQeMETRRAeElS"	2	NA	NA	"Renewable Spirits LLC"
"org_hW061MtLlzazMxcvEpCn"	2	NA	NA	"Armour Pharmaceutical Company"
"org_Hw8doke1pbF8bId03RrA"	2	NA	NA	"International Metalizing Corporation"
